Date,Open,High,Low,Close,Adj Close,Volume
2000-02-28,48.767601,48.767601,48.767601,128.002136,38.635941,0
2000-02-29,78.257103,79.431000,78.257103,206.431107,62.308800,98749279301
2000-03-01,80.213699,80.604797,79.822502,211.566406,63.858818,90504901989
2000-03-02,80.996399,81.387497,79.431000,208.485474,62.928894,68745682875
2000-03-03,79.039803,79.822502,79.039803,208.485474,62.928894,58129346964
2000-03-06,79.822502,80.213699,77.865997,205.404327,61.998878,72312702670
2000-03-07,77.474403,78.648300,77.083298,204.377747,61.689026,83737455273
2000-03-08,77.474403,77.865997,76.692101,203.349945,61.378788,64819040283
2000-03-09,77.474403,78.257103,77.474403,205.404327,61.998878,71897777901
2000-03-10,78.648300,79.039803,75.909401,200.268997,60.448841,99978337610
2000-03-13,74.344398,74.344398,71.214104,186.918289,56.419083,232179347226
2000-03-14,71.214104,73.170601,70.431396,191.026001,57.658947,145477578317
2000-03-15,72.387901,73.561798,71.214104,187.944809,56.728935,154204005365
2000-03-16,70.040199,72.779099,67.301300,188.972397,57.039097,233438163008
2000-03-17,72.387901,74.344398,71.605202,195.134491,58.899052,267728094152
2000-03-20,71.996696,71.996696,71.996696,188.972397,57.039097,21190094104
2000-03-21,69.649002,76.692101,69.649002,200.268997,60.448841,447638066183
2000-03-22,75.126701,77.474403,73.952904,197.187836,59.518822,247260882669
2000-03-23,75.909401,79.431000,75.518303,206.431107,62.308800,280164584849
2000-03-24,78.648300,78.648300,76.692101,203.349945,61.378788,189561184557
2000-03-27,78.257103,82.561401,78.257103,216.701981,65.408928,257812029448
2000-03-28,82.952499,83.735199,80.996399,214.647568,64.788841,181779893258
2000-03-29,81.387497,81.387497,79.822502,209.513062,63.239048,105678461618
2000-03-30,79.822502,82.952499,79.822502,213.620773,64.478920,227815963050
2000-03-31,80.996399,82.170197,80.213699,210.539841,63.548985,127027731541
2000-04-03,50.238098,50.238098,50.238098,131.861801,39.800930,0
2000-04-04,50.238098,50.238098,50.238098,131.861801,39.800930,0
2000-04-05,78.648300,82.170197,78.648300,213.620773,64.478920,182695548844
2000-04-06,81.387497,82.561401,79.039803,207.458679,62.618973,145596405560
2000-04-07,79.822502,80.213699,78.257103,205.404327,61.998878,110518466658
2000-04-10,78.648300,83.344101,78.257103,215.675156,65.099007,201610636117
2000-04-11,81.387497,81.387497,80.213699,210.539841,63.548985,117967562163
2000-04-12,79.039803,79.822502,78.257103,205.404327,61.998878,128216398612
2000-04-13,74.344398,75.909401,74.344398,197.187836,59.518822,248891250902
2000-04-14,72.387901,74.344398,72.387901,191.026001,57.658947,239165079408
2000-04-17,68.866302,70.431396,68.475197,183.837082,55.489059,208060392475
2000-04-18,73.952904,73.952904,72.387901,194.106903,58.588890,217523098340
2000-04-19,75.909401,75.909401,71.214104,187.944809,56.728935,145654448632
2000-04-20,71.605202,72.779099,70.431396,191.026001,57.658947,95074572650
2000-04-21,73.170601,73.952904,72.387901,191.026001,57.658947,70356980728
2000-04-24,72.779099,73.170601,70.431396,184.863892,55.798988,80690188680
2000-04-25,70.431396,73.561798,70.431396,192.053558,57.969116,129573979341
2000-04-26,74.735603,75.126701,71.605202,189.999191,57.349026,221065602883
2000-04-27,73.952904,74.344398,72.387901,193.080368,58.279034,105813970112
2000-04-28,74.735603,77.865997,73.952904,202.323380,61.068935,237572297316
2000-05-01,48.277500,48.277500,48.277500,126.715752,38.247654,0
2000-05-02,76.692101,76.692101,75.126701,198.215683,59.829067,84578093229
2000-05-03,74.735603,75.518303,73.561798,193.080368,58.279034,75426352960
2000-05-04,73.561798,75.126701,72.387901,192.053558,57.969116,111779159614
2000-05-05,72.387901,75.909401,71.996696,197.187836,59.518822,110709554433
2000-05-08,74.344398,75.909401,74.344398,198.215683,59.829067,82047321447
2000-05-09,47.297100,47.297100,47.297100,124.142441,37.470940,0
2000-05-10,75.909401,75.909401,73.561798,193.080368,58.279034,93664431050
2000-05-11,71.214104,71.996696,69.257500,183.837082,55.489059,165385733269
2000-05-12,71.214104,72.387901,70.040199,189.999191,57.349026,213521838082
2000-05-15,73.624298,73.624298,70.368698,144.810226,55.947857,134465732654
2000-05-16,72.372398,75.126900,71.120003,153.539520,59.320450,105315882738
2000-05-17,78.131897,79.634399,77.631203,163.296371,63.090031,165332145153
2000-05-18,79.133797,81.638100,78.131897,167.405106,64.677460,124512461110
2000-05-19,80.135597,81.137001,79.634399,166.377579,64.280472,83311742753
2000-05-22,80.135597,80.636299,79.133797,162.269852,62.693436,106654852381
2000-05-23,79.133797,79.133797,76.128700,157.134399,60.709339,78500876239
2000-05-24,73.624298,75.126900,73.624298,152.512817,58.923767,85726887686
2000-05-25,74.626198,75.126900,72.121803,149.431839,57.733429,96828786702
2000-05-26,72.121803,73.123596,71.621101,149.431839,57.733429,70008413992
2000-05-29,72.873100,74.125000,72.622498,149.431839,57.733429,52122940962
2000-05-30,58.419998,58.419998,58.419998,119.794640,46.283012,0
2000-05-31,78.632599,79.133797,77.130096,161.242126,62.296356,158989867002
2000-06-01,78.131897,78.131897,76.128700,157.134399,60.709339,55122094640
2000-06-02,78.632599,79.634399,77.631203,159.188675,61.503014,101225321730
2000-06-05,78.632599,79.634399,77.631203,162.269852,62.693436,59798964199
2000-06-06,63.438801,63.438801,63.438801,130.086075,50.259140,0
2000-06-07,78.131897,80.636299,77.631203,165.350845,63.883793,81345143068
2000-06-08,80.636299,81.137001,78.632599,161.242126,62.296356,70697022189
2000-06-09,79.133797,79.634399,78.131897,162.269852,62.693436,45171652022
2000-06-12,80.135597,80.135597,78.632599,161.242126,62.296356,67123275632
2000-06-13,78.131897,78.131897,77.631203,159.188675,61.503014,48311777064
2000-06-14,79.133797,79.133797,77.130096,158.161087,61.106003,64295986528
2000-06-15,77.130096,77.130096,75.126900,154.053406,59.518982,69274680459
2000-06-16,75.126900,75.627502,74.626198,154.053406,59.518982,75573133164
2000-06-19,74.876297,75.126900,73.373703,151.998932,58.725231,57780098119
2000-06-20,75.627502,75.627502,74.125000,152.512817,58.923767,45751544451
2000-06-21,74.375603,74.626198,73.624298,150.972198,58.328556,37673559511
2000-06-22,73.123596,74.876297,73.123596,153.026672,59.122303,64192012023
2000-06-23,74.125000,74.375603,73.123596,149.945480,57.931877,49329019857
2000-06-26,72.372398,72.622498,70.368698,145.324127,56.146400,95197233568
2000-06-27,71.120003,71.621101,70.869904,145.324127,56.146400,54066355115
2000-06-28,71.370499,72.372398,71.120003,147.891220,57.138206,64997222820
2000-06-29,73.123596,73.123596,71.120003,146.350601,56.542995,77624150681
2000-06-30,71.621101,73.123596,70.869904,149.945480,57.931877,78027849736
2000-07-03,71.621101,73.123596,70.368698,147.377350,56.939671,104447173166
2000-07-04,71.871201,72.121803,70.118599,144.810226,55.947857,73680102232
2000-07-05,71.370499,75.126900,70.118599,153.026672,59.122303,119441516678
2000-07-06,72.622498,73.874901,71.871201,148.917938,57.534885,101119805689
2000-07-07,72.622498,73.123596,71.120003,145.836960,56.344536,56914459119
2000-07-10,71.370499,72.372398,70.118599,147.377350,56.939671,65217520781
2000-07-11,71.621101,72.873100,71.120003,147.891220,57.138206,52507537473
2000-07-12,72.121803,72.372398,71.370499,147.377350,56.939671,40919613058
2000-07-13,72.121803,73.624298,72.121803,148.917938,57.534885,69994498506
2000-07-14,72.622498,73.624298,72.622498,149.945480,57.931877,62976540227
2000-07-17,73.123596,73.624298,71.621101,147.377350,56.939671,50712310737
2000-07-18,71.871201,71.871201,71.120003,145.836960,56.344536,32287021043
2000-07-19,71.871201,71.871201,71.120003,145.836960,56.344536,32287021043
2000-07-20,70.619301,70.619301,67.614197,138.648041,53.567078,115203209882
2000-07-21,67.614197,67.864799,64.108498,133.512589,51.582977,162136483160
2000-07-24,64.358597,64.609200,63.106602,129.918747,50.194489,110822790152
2000-07-25,62.104801,64.108498,62.104801,128.891190,49.797493,93606476971
2000-07-26,63.607300,65.360397,63.607300,133.512589,51.582977,123596997174
2000-07-27,64.358597,64.609200,62.605999,132.486053,51.186375,75383132630
2000-07-28,62.605999,64.859703,62.605999,130.945465,50.591164,112145136206
2000-07-31,63.857899,64.108498,63.106602,130.431595,50.392632,44307025436
2000-08-01,64.358597,64.859703,63.106602,129.404861,49.995953,54874182357
2000-08-02,63.357201,63.857899,62.605999,128.378357,49.599346,39456924753
2000-08-03,62.605999,62.605999,60.602299,125.297173,48.408928,50216486170
2000-08-04,61.353500,64.358597,61.353500,128.891190,49.797493,80865633783
2000-08-07,63.106602,63.106602,61.103401,126.323868,48.805603,88230500107
2000-08-08,61.604099,63.106602,61.103401,128.891190,49.797493,87806294459
2000-08-09,63.357201,65.109802,63.357201,133.512589,51.582977,97692055069
2000-08-10,65.861099,66.612396,65.109802,136.593765,52.773411,102063650548
2000-08-11,66.111702,66.612396,65.611000,134.540329,51.980049,55832813460
2000-08-14,65.611000,65.861099,64.609200,133.512589,51.582977,42591716915
2000-08-15,66.111702,66.111702,64.859703,134.026459,51.781509,53931308249
2000-08-16,65.360397,67.614197,65.360397,138.648041,53.567078,77309219088
2000-08-17,68.616096,69.617401,68.114899,141.729248,54.757504,93825416715
2000-08-18,69.617401,70.368698,69.367302,143.269623,55.352642,86628719445
2000-08-21,69.367302,69.617401,68.866203,141.729248,54.757504,50032380969
2000-08-22,69.116798,69.116798,67.864799,140.702499,54.360832,47266778294
2000-08-23,55.006901,55.006901,55.006901,112.795815,43.578995,0
2000-08-24,69.116798,70.368698,69.116798,143.269623,55.352642,86961291207
2000-08-25,70.118599,70.368698,69.617401,144.296356,55.749321,67969841251
2000-08-28,69.867996,69.867996,68.616096,141.729248,54.757504,41797975977
2000-08-29,69.116798,69.116798,67.113503,140.702499,54.360832,70881331540
2000-08-30,68.114899,69.116798,67.614197,138.648041,53.567078,55343471677
2000-08-31,66.612396,67.614197,66.612396,138.134171,53.368542,59711829931
2000-09-01,67.614197,67.614197,64.859703,133.512589,51.582977,78236365365
2000-09-04,66.612396,66.862999,65.861099,137.107651,52.971947,37302003559
2000-09-05,66.862999,67.363602,66.111702,137.621307,53.170403,44200013689
2000-09-06,66.111702,66.362297,65.109802,134.540329,51.980049,57121749852
2000-09-07,63.357201,64.108498,62.605999,128.891190,49.797493,67406789060
2000-09-08,62.856098,63.357201,62.104801,127.864487,49.400814,53151307811
2000-09-11,61.854698,62.605999,61.854698,127.350601,49.202278,59550214486
2000-09-12,49.787399,49.787399,49.787399,102.092834,39.443863,0
2000-09-13,61.103401,62.605999,59.350300,127.350601,49.202278,118942375726
2000-09-14,60.852901,61.604099,59.851002,123.242882,47.615250,58547687110
2000-09-15,61.103401,62.104801,60.101601,125.810005,48.607063,82176439151
2000-09-18,60.101601,61.103401,59.350300,124.269608,48.011929,97868065124
2000-09-19,59.099701,59.851002,56.595901,116.054199,44.837875,133186907905
2000-09-20,57.847801,58.348499,56.595901,118.107422,45.631149,120368237991
2000-09-21,56.595901,57.847801,55.844101,117.593552,45.432617,68452383613
2000-09-22,53.340199,54.091499,53.340199,109.378128,42.258560,132834112860
2000-09-25,54.091499,54.341599,52.338402,109.378128,42.258560,88873745489
2000-09-26,53.340199,56.846001,53.089600,116.567024,45.036015,199394336301
2000-09-27,56.345299,58.098400,55.594002,113.999718,44.044125,137224748389
2000-09-28,55.594002,56.345299,53.340199,109.378128,42.258560,107525511787
2000-09-29,53.340199,53.590302,52.087799,106.809990,41.266350,76034052361
2000-10-02,50.084599,51.086399,49.333302,101.161674,39.084110,138001365781
2000-10-03,48.582001,52.588902,48.331501,105.783272,40.869678,194590260876
2000-10-04,49.834000,49.834000,49.834000,102.188393,39.480789,84448137930
2000-10-05,49.082699,52.839100,49.082699,105.783272,40.869678,164805773180
2000-10-06,51.587101,55.092800,51.587101,112.971970,43.647049,180029480550
2000-10-09,54.592201,55.343399,53.840900,110.404846,42.655239,102031328293
2000-10-10,43.162399,43.162399,43.162399,88.507774,34.195240,0
2000-10-11,52.087799,52.087799,52.087799,106.809990,41.266350,29010661735
2000-10-12,48.832600,50.585300,48.582001,99.621071,38.488892,183667238339
2000-10-13,45.326401,49.082699,45.326401,99.107407,38.290443,191179700463
2000-10-16,38.745998,38.745998,38.745998,79.451607,30.696362,0
2000-10-17,45.076302,47.580200,45.076302,96.540070,37.298542,152970328115
2000-10-18,46.578800,47.079498,43.823898,89.864235,34.719307,197565524916
2000-10-19,41.570099,43.323200,40.818802,83.702049,32.338531,199457064308
2000-10-20,43.573799,43.573799,43.573799,89.351379,34.521168,53403298915
2000-10-23,49.834000,49.834000,48.582001,102.188393,39.480789,393125020163
2000-10-24,49.834000,53.089600,49.082699,108.864258,42.060020,281450968957
2000-10-25,52.338402,54.592201,52.338402,110.404846,42.655239,211862310991
2000-10-26,52.087799,53.840900,52.087799,108.350578,41.861565,162335499595
2000-10-27,42.359798,42.359798,42.359798,86.861984,33.559380,0
2000-10-30,49.333302,49.333302,49.333302,101.161674,39.084110,43094340904
2000-10-31,47.830799,49.583900,47.830799,100.647797,38.885571,237316549698
2000-11-01,50.585300,50.585300,48.331501,99.621071,38.488892,178478645564
2000-11-02,48.832600,51.837700,48.582001,106.297134,41.068211,190518489939
2000-11-03,54.091499,55.092800,53.089600,112.459106,43.448910,246387746139
2000-11-06,52.839100,55.343399,52.338402,111.945442,43.250454,242870978077
2000-11-07,57.096500,58.348499,56.094700,119.648018,46.226364,252449064812
2000-11-08,59.600899,61.353500,58.348499,120.161888,46.424900,235556082511
2000-11-09,57.597198,57.597198,55.844101,118.107422,45.631149,166633634644
2000-11-10,56.094700,57.597198,55.594002,117.080711,45.234474,174306599808
2000-11-13,53.340199,54.341599,53.340199,109.378128,42.258560,146585503577
2000-11-14,53.089600,54.592201,52.839100,109.378128,42.258560,104741989800
2000-11-15,55.092800,55.343399,51.587101,109.890976,42.456703,138232721137
2000-11-16,50.084599,52.839100,50.084599,102.702278,39.679321,145488763367
2000-11-17,46.578800,50.084599,46.578800,101.161674,39.084110,149759734056
2000-11-20,44.074501,46.077702,44.074501,90.378113,34.917847,121477327153
2000-11-21,43.573799,47.079498,43.573799,96.540070,37.298542,141268905004
2000-11-22,47.330101,48.582001,45.577000,93.459099,36.108192,176943575905
2000-11-23,44.325001,45.076302,44.074501,91.404617,35.314445,93637441009
2000-11-24,45.577000,47.580200,45.326401,97.566818,37.695225,159707589394
2000-11-27,49.082699,49.082699,47.330101,97.053955,37.497082,107690647766
2000-11-28,46.828899,47.079498,46.328300,94.999687,36.703407,63622997837
2000-11-29,45.326401,45.827599,45.076302,92.945221,35.909657,73151672101
2000-11-30,45.326401,46.077702,44.325001,91.918503,35.512981,121708574185
2000-12-01,43.573799,45.827599,43.573799,93.972977,36.306725,104125408820
2000-12-04,44.825699,44.825699,44.074501,90.378113,34.917847,46402601670
2000-12-05,43.573799,44.825699,43.573799,90.891769,35.116306,89459179114
2000-12-06,47.079498,47.079498,44.325001,91.404617,35.314445,116992924586
2000-12-07,44.575100,45.577000,44.325001,93.459099,36.108192,95605332251
2000-12-08,45.577000,45.827599,44.825699,92.432373,35.711521,78859562450
2000-12-11,45.577000,45.827599,44.825699,92.432373,35.711521,73807366426
2000-12-12,45.577000,46.578800,45.577000,94.999687,36.703407,143221455882
2000-12-13,46.328300,46.578800,45.827599,94.485825,36.504875,38686723484
2000-12-14,45.577000,45.827599,44.825699,92.945221,35.909657,48019685198
2000-12-15,44.325001,44.575100,44.074501,90.378113,34.917847,48902931036
2000-12-18,43.573799,43.823898,42.321400,86.783241,33.528957,56883982540
2000-12-19,41.570099,42.071301,41.069401,86.270393,33.330822,94536722985
2000-12-20,41.069401,41.570099,40.818802,83.702049,32.338531,93251557107
2000-12-21,39.566898,39.817501,39.566898,81.134926,31.346718,72586736736
2000-12-22,39.316299,40.568699,38.314899,80.108208,30.950043,110292060216
2000-12-25,null,null,null,0.000000,0.000000,null
2000-12-26,39.817501,40.067600,37.813801,78.053932,30.156366,51800026714
2000-12-27,38.064400,38.064400,37.313099,77.027214,29.759693,70824469701
2000-12-28,38.564999,40.067600,37.813801,82.161652,31.743389,123757391888
2000-12-29,40.818802,40.818802,39.566898,81.648804,31.545258,126381260765
2001-01-01,null,null,null,0.000000,0.000000,null
2001-01-02,39.066200,41.820702,38.815601,85.756516,33.132286,109761613589
2001-01-03,40.318100,41.320000,39.817501,82.675323,31.941853,110639105748
2001-01-04,42.822498,43.072601,41.820702,87.296898,33.727417,234113121698
2001-01-05,42.571899,45.326401,42.571899,92.945221,35.909657,200624631837
2001-01-08,44.825699,46.828899,44.074501,91.918503,35.512981,193371897660
2001-01-09,45.326401,46.578800,45.326401,95.513359,36.901867,156022402300
2001-01-10,47.079498,47.580200,46.328300,96.540070,37.298542,115662637539
2001-01-11,47.580200,47.830799,46.077702,94.999687,36.703407,126919798372
2001-01-12,46.578800,47.079498,46.328300,96.540070,37.298542,94983526714
2001-01-15,47.079498,47.330101,46.328300,97.053955,37.497082,89597292387
2001-01-16,47.079498,50.585300,47.079498,103.728996,40.076008,261560224526
2001-01-17,50.585300,51.587101,49.834000,103.728996,40.076008,224263824658
2001-01-18,51.587101,51.837700,50.585300,104.756531,40.472996,233121372573
2001-01-19,null,null,null,0.000000,0.000000,null
2001-01-22,null,null,null,0.000000,0.000000,null
2001-01-23,null,null,null,0.000000,0.000000,null
2001-01-24,null,null,null,0.000000,0.000000,null
2001-01-25,null,null,null,0.000000,0.000000,null
2001-01-26,null,null,null,0.000000,0.000000,null
2001-01-29,50.084599,50.835800,48.582001,99.621071,38.488892,162287070373
2001-01-30,48.582001,49.583900,48.081402,101.675545,39.282650,104442673548
2001-01-31,50.335201,52.839100,49.834000,108.350578,41.861565,225187979522
2001-02-01,52.087799,52.839100,50.585300,104.242668,40.274460,114697027861
2001-02-02,51.086399,52.338402,50.335201,103.216156,39.877861,159626096314
2001-02-05,49.583900,50.084599,49.082699,101.161674,39.084110,131682760620
2001-02-06,49.082699,50.335201,48.832600,100.647797,38.885571,118522803019
2001-02-07,45.827599,47.079498,45.827599,93.972977,36.306725,236950247467
2001-02-08,45.076302,45.827599,44.325001,92.945221,35.909657,94213742076
2001-02-09,45.827599,46.578800,44.825699,93.972977,36.306725,128952442449
2001-02-12,45.577000,46.328300,45.076302,94.485825,36.504875,65390568588
2001-02-13,46.828899,49.082699,46.578800,100.647797,38.885571,99125733337
2001-02-14,49.082699,49.583900,46.578800,96.540070,37.298542,79813348131
2001-02-15,48.331501,50.335201,48.081402,103.216156,39.877861,174380126898
2001-02-16,50.335201,50.585300,48.832600,100.647797,38.885571,142289451684
2001-02-19,47.079498,48.582001,47.079498,98.594559,38.092300,42987924940
2001-02-20,48.331501,49.082699,48.081402,98.594559,38.092300,42253079002
2001-02-21,47.079498,49.082699,47.079498,100.134949,38.687428,62630682094
2001-02-22,48.331501,48.331501,46.578800,96.026207,37.100006,87930942208
2001-02-23,45.577000,46.578800,45.076302,93.459099,36.108192,95466069075
2001-02-26,45.076302,45.577000,44.575100,91.404617,35.314445,88333258048
2001-02-27,45.076302,45.577000,45.076302,92.432373,35.711521,76196921865
2001-02-28,null,null,null,0.000000,0.000000,null
2001-03-01,43.573799,43.573799,42.071301,86.270393,33.330822,179983101155
2001-03-02,42.321400,42.571899,41.570099,85.756516,33.132286,98608460591
2001-03-05,41.820702,42.571899,41.820702,86.783241,33.528957,85290999696
2001-03-06,44.074501,45.076302,43.323200,90.891769,35.116306,118538876654
2001-03-07,45.827599,46.578800,45.827599,94.485825,36.504875,143096733138
2001-03-08,46.077702,46.077702,45.076302,92.945221,35.909657,54103035334
2001-03-09,43.823898,44.074501,43.823898,90.378113,34.917847,55776534906
2001-03-12,42.571899,43.072601,42.571899,87.810776,33.925953,60270765805
2001-03-13,42.071301,43.573799,42.071301,89.351379,34.521168,103342966923
2001-03-14,null,null,null,0.000000,0.000000,null
2001-03-15,43.323200,44.325001,42.822498,90.378113,34.917847,69605298220
2001-03-16,43.823898,44.575100,43.823898,90.891769,35.116306,67691244073
2001-03-19,44.074501,44.325001,43.323200,89.351379,34.521168,32191035443
2001-03-20,43.573799,44.074501,42.822498,88.323631,34.124096,47933596675
2001-03-21,42.571899,42.822498,42.321400,87.296898,33.727417,51471742088
2001-03-22,42.571899,43.573799,42.571899,88.837509,34.322628,67485415717
2001-03-23,43.823898,45.326401,43.823898,92.945221,35.909657,227713598408
2001-03-26,45.577000,45.577000,44.825699,92.432373,35.711521,86627394558
2001-03-27,45.326401,45.827599,44.825699,91.918503,35.512981,107902163139
2001-03-28,44.825699,45.076302,44.325001,91.404617,35.314445,63876347159
2001-03-29,44.575100,44.575100,44.074501,90.378113,34.917847,47865010832
2001-03-30,44.575100,44.575100,43.573799,90.891769,35.116306,52554191845
2001-04-02,44.074501,44.074501,42.571899,87.296898,33.727417,52770685963
2001-04-03,41.570099,41.570099,40.568699,83.702049,32.338531,137153446110
2001-04-04,39.566898,40.318100,39.566898,81.648804,31.545258,105939496454
2001-04-05,null,null,null,0.000000,0.000000,null
2001-04-06,42.571899,42.571899,41.069401,84.729790,32.735603,83165371848
2001-04-09,40.568699,40.568699,39.566898,82.161652,31.743389,50202049896
2001-04-10,40.067600,40.318100,39.316299,81.134926,31.346718,64384762323
2001-04-11,40.568699,41.570099,40.067600,85.242638,32.933743,63600437253
2001-04-12,42.571899,43.573799,42.321400,88.323631,34.124096,172602511167
2001-04-13,43.823898,43.823898,42.571899,87.296898,33.727417,59615421450
2001-04-16,42.321400,42.571899,41.320000,86.270393,33.330822,26751184835
2001-04-17,41.570099,42.071301,41.320000,85.756516,33.132286,35215176583
2001-04-18,42.571899,42.571899,42.071301,87.296898,33.727417,72644306847
2001-04-19,45.326401,45.326401,45.076302,92.945221,35.909657,290954395364
2001-04-20,45.577000,45.827599,44.825699,92.945221,35.909657,135618059811
2001-04-23,45.326401,45.326401,44.575100,92.432373,35.711521,47925089064
2001-04-24,44.325001,44.575100,44.074501,90.378113,34.917847,53528513283
2001-04-25,44.074501,44.575100,43.072601,88.837509,34.322628,41989126414
2001-04-26,44.074501,44.575100,43.072601,88.837509,34.322628,41989126414
2001-04-27,44.575100,44.575100,43.573799,89.351379,34.521168,44470836527
2001-04-30,44.575100,45.827599,44.325001,93.459099,36.108192,182493987958
2001-05-01,null,null,null,0.000000,0.000000,null
2001-05-02,48.582001,48.582001,47.580200,98.594559,38.092300,347857930411
2001-05-03,47.830799,48.331501,47.580200,99.107407,38.290443,134483239501
2001-05-04,48.081402,48.081402,46.578800,95.513359,36.901867,80099407176
2001-05-07,46.828899,48.582001,46.578800,97.566818,37.695225,114545182421
2001-05-08,47.330101,47.830799,46.828899,97.053955,37.497082,99755796506
2001-05-09,47.580200,48.081402,47.330101,97.566818,37.695225,61278667725
2001-05-10,47.079498,47.079498,46.077702,94.999687,36.703407,64391736731
2001-05-11,46.328300,47.079498,46.077702,96.540070,37.298542,63826138922
2001-05-14,46.077702,46.578800,46.077702,94.999687,36.703407,40124513903
2001-05-15,45.076302,45.326401,44.575100,91.918503,35.512981,85139954188
2001-05-16,44.074501,44.325001,43.823898,90.378113,34.917847,59935473441
2001-05-17,44.325001,45.076302,43.823898,91.404617,35.314445,47654753684
2001-05-18,45.076302,45.827599,44.575100,92.945221,35.909657,95308465790
2001-05-21,45.076302,45.076302,43.823898,90.891769,35.116306,53491620582
2001-05-22,44.825699,45.577000,44.825699,92.432373,35.711521,62981489807
2001-05-23,45.326401,47.330101,45.326401,97.053955,37.497082,77986603238
2001-05-24,47.079498,47.330101,46.578800,96.540070,37.298542,56666476008
2001-05-25,47.079498,47.580200,46.828899,97.053955,37.497082,57861374551
2001-05-28,46.828899,47.079498,46.578800,95.513359,36.901867,27492069844
2001-05-29,46.578800,47.079498,46.578800,95.513359,36.901867,50391875445
2001-05-30,46.328300,46.578800,45.076302,92.432373,35.711521,49790255694
2001-05-31,44.575100,45.076302,44.575100,91.918503,35.512981,54368175321
2001-06-01,45.326401,45.577000,44.325001,91.404617,35.314445,40753223019
2001-06-04,44.575100,45.577000,44.325001,92.432373,35.711521,38533128192
2001-06-05,45.076302,45.577000,44.825699,93.459099,36.108192,28913067938
2001-06-06,46.328300,47.079498,46.328300,96.026207,37.100006,72897801990
2001-06-07,46.328300,46.828899,46.077702,95.513359,36.901867,62141444468
2001-06-08,48.081402,48.832600,48.081402,99.621071,38.488892,163134998377
2001-06-11,48.582001,49.583900,48.331501,101.675545,39.282650,71574197709
2001-06-12,49.082699,49.333302,48.331501,99.621071,38.488892,61879762520
2001-06-13,48.331501,48.582001,47.079498,96.540070,37.298542,58310719731
2001-06-14,47.079498,47.079498,45.577000,94.999687,36.703407,54805421529
2001-06-15,46.077702,46.828899,45.827599,96.026207,37.100006,33606219447
2001-06-18,46.578800,46.828899,45.326401,94.485825,36.504875,132926513348
2001-06-19,45.827599,46.077702,45.076302,92.945221,35.909657,89109242160
2001-06-20,45.076302,45.326401,44.825699,92.432373,35.711521,41634968985
